Sentença	Id	Index	Granularidade	Documento
Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao.	12	1	0	Indivíduo de numero 12 registrado pela equipe do Trecho 04 na cidade de Itapema ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi encontrado Morto em ambiente	12	2	0	Indivíduo de numero 12 registrado pela equipe do Trecho 04 na cidade de Itapema ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Arenoso com o Cod de carcaca 4 e Não apresentava oleo.	12	3	0	Indivíduo de numero 12 registrado pela equipe do Trecho 04 na cidade de Itapema ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
11	12	-1	1	Indivíduo de numero 12 registrado pela equipe do Trecho 04 na cidade de Itapema ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Indivíduo de numero 13 registrado pela equipe do Trecho 04 na cidade de Balneário Piçarras (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste.	13	0	0	Indivíduo de numero 13 registrado pela equipe do Trecho 04 na cidade de Balneário Piçarras ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Nannopterum brasilianum , Juvenil Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Espécie:	13	1	0	Indivíduo de numero 13 registrado pela equipe do Trecho 04 na cidade de Balneário Piçarras ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Nannopterum brasilianum , Juvenil Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Nannopterum brasilianum, Juvenil Não ,,,esta ameacada de extincao.	13	2	0	Indivíduo de numero 13 registrado pela equipe do Trecho 04 na cidade de Balneário Piçarras ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Nannopterum brasilianum , Juvenil Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi encontrado Morto em ambiente	13	3	0	Indivíduo de numero 13 registrado pela equipe do Trecho 04 na cidade de Balneário Piçarras ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Nannopterum brasilianum , Juvenil Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Arenoso com o Cod de carcaca 4 e Não apresentava oleo.	13	4	0	Indivíduo de numero 13 registrado pela equipe do Trecho 04 na cidade de Balneário Piçarras ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Nannopterum brasilianum , Juvenil Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
12	13	-1	1	Indivíduo de numero 13 registrado pela equipe do Trecho 04 na cidade de Balneário Piçarras ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Nannopterum brasilianum , Juvenil Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Indivíduo de numero 14 registrado pela equipe do Trecho 01 na cidade de Imbituba (Santa Catarina), atraves de monitoramento do tipo	14	0	0	Indivíduo de numero 14 registrado pela equipe do Trecho 01 na cidade de Imbituba ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Lepidochelys olivacea , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Acionamento com a mare Vazante e vento	14	1	0	Indivíduo de numero 14 registrado pela equipe do Trecho 01 na cidade de Imbituba ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Lepidochelys olivacea , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Sudoeste.	14	2	0	Indivíduo de numero 14 registrado pela equipe do Trecho 01 na cidade de Imbituba ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Lepidochelys olivacea , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
